date,t1,pressure
1970-01-01 01:00:00,1,-0.5987471142674812
1970-01-01 01:00:01,1,1.1245192970737865
1970-01-01 01:00:02,1,0.4526632624726824
1970-01-01 01:00:03,1,-1.0136258181902924
1970-01-01 01:00:04,1,0.0821467455770256
1970-01-01 01:00:05,1,0.771190883381318
1970-01-01 01:00:06,1,1.6228850641363757
1970-01-01 01:00:07,1,-1.286504982983805
1970-01-01 01:00:08,1,0.6865023024784956
1970-01-01 01:00:09,1,2.150219007200428
1970-01-01 01:00:10,1,-0.4247409943489393
1970-01-01 01:00:11,1,-0.2362920131779975
1970-01-01 01:00:12,1,-2.823625812517122
1970-01-01 01:00:13,1,-1.497315084132763
1970-01-01 01:00:14,1,-1.0763336012946234
1970-01-01 01:00:15,1,-1.308194150909329
1970-01-01 01:00:16,1,-0.7267799881279313
1970-01-01 01:00:17,1,-1.0135999295003704
1970-01-01 01:00:18,1,-0.4247147913912841
1970-01-01 01:00:19,1,-0.6509643756248014
1970-01-01 01:00:20,1,-0.6674903164547628
1970-01-01 01:00:21,1,-0.7017521924769834
1970-01-01 01:00:22,1,-0.3712565368016405
1970-01-01 01:00:23,1,0.0942857328035707
1970-01-01 01:00:24,1,-1.4985686724647131
1970-01-01 01:00:25,1,0.893088024653132
1970-01-01 01:00:26,1,2.8390540391780865
1970-01-01 01:00:27,1,1.3965130632174605
1970-01-01 01:00:28,1,1.2852250198360904
1970-01-01 01:00:29,1,2.097186208919085
1970-01-01 01:00:30,1,1.24499386051756
1970-01-01 01:00:31,1,0.3342129415472756
1970-01-01 01:00:32,1,-0.3077243456144192
1970-01-01 01:00:33,1,-0.4380251899702311
1970-01-01 01:00:34,1,1.0981210304886098
1970-01-01 01:00:35,1,4.516442984438776
1970-01-01 01:00:36,1,2.4849142371754867
1970-01-01 01:00:37,1,-0.713371176056555
1970-01-01 01:00:38,1,0.3094131948325799
1970-01-01 01:00:39,1,0.2524864156241764
1970-01-01 01:00:40,1,-0.7477330467823007
1970-01-01 01:00:41,1,-0.320950375321174
1970-01-01 01:00:42,1,0.0345823239422519
